Temperature,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5
23.640094835083683,0.9793536481148278,0.1705880847873886,0.794031762266493,0.3347901568477444,0.0050889477731286
23.7141985469821,0.2034718951037749,0.6117291091767407,0.6505212619969942,0.333512533739223,0.0112356885620803
21.861498782918098,0.024840164275678,0.7077928778211916,0.7534519561800174,0.494384676758412,0.0066563847285789
24.491574943168693,0.8765836528240891,0.3677150795067745,0.2815914392040617,0.7894241293753411,0.7298456898631642
25.02964636725555,0.0358769431459556,0.1291637411547861,0.421919029374119,0.4019909320878526,0.5731379596284304
21.27508442089833,0.8406183163056459,0.5812316279003716,0.0769855463271628,0.4784645392629377,0.2164942500362074
23.261763310676773,0.1746774569874651,0.5990511049737806,0.5797844802219566,0.579559207531626,0.1235577962493216
23.890316990757164,0.2572495213026616,0.1505344731956944,0.4295067928270051,0.694269472505643,0.8983688448702217
25.64551862092626,0.4062109978495251,0.557757727984155,0.1087015472872401,0.8153855549709206,0.0339676963153131
23.847531508800174,0.2559643056264857,0.0576310195480125,0.7159602713854265,0.6671845222128018,0.8187967371314364
24.22749566449559,0.6334595079530518,0.1697023590352983,0.6383833801573369,0.3825158988349502,0.474890678431324
28.98667541588189,0.9259053167663626,0.6230188661941138,0.4140683718767513,0.7778180848339331,0.3706674929122603
22.157194456690693,0.1176974558512876,0.152290946879938,0.7674072028606516,0.3954124708217337,0.3582805365405196
23.918604936946256,0.5860705228700541,0.1484308600930041,0.9636515059044748,0.802124466090614,0.4780998030883614
21.759830862450773,0.8253942100282909,0.8659665301871873,0.1443678233834945,0.1455153940624141,0.7309116945592353
25.23318378145474,0.274096197996113,0.6258165737672228,0.9407691362676686,0.0512557230311782,0.2407446156384726
20.959093013551477,0.7347929003457105,0.4138135769137248,0.8101058645956599,0.6523731359922856,0.9689091897782738
24.49907233593901,0.4351554999535081,0.9003472298253606,0.4022363761786376,0.7955498347250608,0.8633257821869758
27.025084309550568,0.8593520443952792,0.1437461182649061,0.6818604973090695,0.2704715298443887,0.6134148237576271
26.580788246900006,0.1115576594842596,0.5026412528786233,0.7550297262161969,0.8051486075386927,0.0152536730345265
24.68890183054121,0.0606905585418324,0.7111924760233294,0.174500312774113,0.770772542328496,0.4377646257374199
27.986639925601757,0.775613836127543,0.4209799511269142,0.173520713763725,0.947173573501685,0.1766839902874173
25.679793360773477,0.7565194041399794,0.5549074267770184,0.93715115018606,0.4151164608604314,0.4591480605869653
24.644343507663265,0.2191605465678486,0.814784251899754,0.4860585687666323,0.1858303303053595,0.63641138858058
27.89612191212772,0.5874793044408713,0.768836068988199,0.992056656027014,0.6585802777787698,0.3226970475780811
22.011499012640154,0.0711156473361723,0.7748498243112873,0.8300619653073077,0.0014873482674602,0.2768642588996012
29.48841784605248,0.2755274545485195,0.3029206720907147,0.7842689104050918,0.1255240361316194,0.674937241379446
22.77408182239965,0.9157416506147508,0.4128568170723474,0.2713651592210048,0.5153703838162687,0.6843856073739387
20.42705276141756,0.2763923863500263,0.3407613325924107,0.1726503293345516,0.9318131963303238,0.8643481949184894
24.781582070509387,0.2201788024976632,0.90861298481702,0.6133868836754539,0.9502562225290836,0.3377510298392524
23.7592859453468,0.8035199616528212,0.950476326722454,0.7543920610928208,0.2933673282722375,0.255838476857776
